PUBLISHED_DATE,STATUS,PFMA,YEAR,MONTH,MANAGEMENT,DISPOSITION,SPECIES,ADIPOSE_MARK,SPECIES_CODE,SCIENTIFIC_NAME,ESTIMATE,STANDARD_ERROR,PERCENT_STANDARD_ERROR
2017-02-10 9:06,Published Estimate - Full Month,PFMA 25,2016,May,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,284,0,0
2017-02-10 8:59,Published Estimate - Full Month,PFMA 28,2016,May,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1465,0,0
2017-02-10 8:59,Published Estimate - Full Month,PFMA 29,2016,May,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1433,0,0
2021-05-18 15:24,Published Estimate - Full Month,PFMA 11,2016,June,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,381,74.82,0.2
2021-05-18 15:25,Published Estimate - Full Month,PFMA 12,2016,June,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,2846,431.44,0.15
2017-01-18 11:41,Published Estimate - Full Month,PFMA 121,2016,June,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,555,172.44,0.31
2017-01-18 12:18,Published Estimate - Full Month,PFMA 123,2016,June,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,599,102.03,0.17
2017-01-18 14:15,Published Estimate - Full Month,PFMA 124,2016,June,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1020,153.03,0.15
2017-02-10 9:06,Published Estimate - Full Month,PFMA 125,2016,June,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,742,0,0
2017-01-19 11:24,Published Estimate - Full Month,PFMA 126,2016,June,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,358,,
2021-05-18 15:26,Published Estimate - Full Month,PFMA 127,2016,June,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,862,103.85,0.12
2017-01-13 11:23,Published Estimate - Full Month,PFMA 13,2016,June,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,4012,351.09,0.09
2017-01-13 11:24,Published Estimate - Full Month,PFMA 14,2016,June,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,2839,366.14,0.13
2017-02-10 8:52,Published Estimate - Full Month,PFMA 15,2016,June,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1310,0,0
2017-02-10 8:52,Published Estimate - Full Month,PFMA 16,2016,June,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1389,0,0
2017-02-10 8:52,Published Estimate - Full Month,PFMA 17,2016,June,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1496,0,0
2017-02-10 8:59,Published Estimate - Full Month,PFMA 18,2016,June,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,859,0,0
2017-01-11 11:20,Published Estimate - Full Month,PFMA 19,2016,June,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,2765,322.54,0.12
2017-01-18 11:40,Published Estimate - Full Month,PFMA 20,2016,June,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,3464,444.83,0.13
2017-01-18 11:41,Published Estimate - Full Month,PFMA 21,2016,June,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,44,25.88,0.59
2017-01-18 12:17,Published Estimate - Full Month,PFMA 23,2016,June,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,5072,601.52,0.12
2017-01-18 14:14,Published Estimate - Full Month,PFMA 24,2016,June,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,47,20.84,0.44
2017-02-10 9:06,Published Estimate - Full Month,PFMA 25,2016,June,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,491,0,0
2017-01-19 11:24,Published Estimate - Full Month,PFMA 26,2016,June,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,53,,
2021-05-18 15:27,Published Estimate - Full Month,PFMA 27,2016,June,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,492,55.81,0.11
2017-02-10 8:59,Published Estimate - Full Month,PFMA 28,2016,June,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1985,0,0
2017-02-10 8:59,Published Estimate - Full Month,PFMA 29,2016,June,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1703,0,0
2017-01-24 15:19,Published Estimate - Full Month,PFMA 11,2016,July,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,676,116.31,0.17
2017-01-24 15:25,Published Estimate - Full Month,PFMA 12,2016,July,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,5507,435.94,0.08
2017-01-18 11:49,Published Estimate - Full Month,PFMA 121,2016,July,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1459,220.96,0.15
2017-01-18 12:27,Published Estimate - Full Month,PFMA 123,2016,July,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1435,131.97,0.09
2017-01-18 14:23,Published Estimate - Full Month,PFMA 124,2016,July,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1226,328.34,0.27
2017-01-18 14:55,Published Estimate - Full Month,PFMA 125,2016,July,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,460,75.3,0.16
2017-01-18 14:39,Published Estimate - Full Month,PFMA 125,2016,July,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1249,325.47,0.26
2017-01-19 11:24,Published Estimate - Full Month,PFMA 126,2016,July,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,687,,
2017-01-19 11:24,Published Estimate - Full Month,PFMA 126,2016,July,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,59,,
2017-01-24 15:32,Published Estimate - Full Month,PFMA 127,2016,July,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,306,120.38,0.39
2017-01-24 15:25,Published Estimate - Full Month,PFMA 127,2016,July,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,669,105.31,0.16
2017-01-13 11:31,Published Estimate - Full Month,PFMA 13,2016,July,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,6732,513.34,0.08
2017-01-13 11:31,Published Estimate - Full Month,PFMA 14,2016,July,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,4342,688.06,0.16
2017-02-10 8:52,Published Estimate - Full Month,PFMA 15,2016,July,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,2784,0,0
2017-02-10 8:52,Published Estimate - Full Month,PFMA 16,2016,July,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,2599,0,0
2017-02-10 8:52,Published Estimate - Full Month,PFMA 17,2016,July,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,2340,0,0
2017-02-10 8:59,Published Estimate - Full Month,PFMA 18,2016,July,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,2019,0,0
2017-01-11 11:45,Published Estimate - Full Month,PFMA 19,2016,July,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1883,181.29,0.1
2017-01-18 11:47,Published Estimate - Full Month,PFMA 20,2016,July,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,7151,590.95,0.08
2017-01-18 11:48,Published Estimate - Full Month,PFMA 21,2016,July,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,27,13.95,0.52
2017-01-18 12:26,Published Estimate - Full Month,PFMA 23,2016,July,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,7416,481.32,0.07
2017-01-18 14:22,Published Estimate - Full Month,PFMA 24,2016,July,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,207,46.2,0.22
2017-01-18 14:58,Published Estimate - Full Month,PFMA 25,2016,July,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,7045,1692.43,0.24
2017-01-19 11:24,Published Estimate - Full Month,PFMA 26,2016,July,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,139,,
2017-01-24 15:32,Published Estimate - Full Month,PFMA 27,2016,July,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1024,193.24,0.19
2017-02-10 8:59,Published Estimate - Full Month,PFMA 28,2016,July,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,2824,0,0
2017-02-10 8:59,Published Estimate - Full Month,PFMA 29,2016,July,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,3104,0,0
2017-01-24 15:00,Published Estimate - Full Month,PFMA 11,2016,August,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,671,120.13,0.18
2017-01-24 15:03,Published Estimate - Full Month,PFMA 12,2016,August,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,5247,528.31,0.1
2017-01-18 11:54,Published Estimate - Full Month,PFMA 121,2016,August,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,18,10.81,0.6
2017-01-18 11:51,Published Estimate - Full Month,PFMA 121,2016,August,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,653,65.58,0.1
2017-01-18 12:29,Published Estimate - Full Month,PFMA 123,2016,August,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,761,236.52,0.31
2017-01-18 12:37,Published Estimate - Full Month,PFMA 123,2016,August,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1347,112.77,0.08
2017-01-18 14:31,Published Estimate - Full Month,PFMA 124,2016,August,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,134,47.9,0.36
2017-01-18 14:26,Published Estimate - Full Month,PFMA 124,2016,August,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1750,395.11,0.23
2017-01-18 15:02,Published Estimate - Full Month,PFMA 125,2016,August,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,124,64.23,0.52
2017-01-18 14:59,Published Estimate - Full Month,PFMA 125,2016,August,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,681,226.5,0.33
2017-01-19 11:24,Published Estimate - Full Month,PFMA 126,2016,August,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,632,,
2017-01-19 11:24,Published Estimate - Full Month,PFMA 126,2016,August,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,104,,
2017-01-24 15:13,Published Estimate - Full Month,PFMA 127,2016,August,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,130,48.7,0.38
2017-01-24 15:06,Published Estimate - Full Month,PFMA 127,2016,August,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,517,130.88,0.25
2017-01-13 11:40,Published Estimate - Full Month,PFMA 13,2016,August,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,7823,587.58,0.08
2017-01-13 11:40,Published Estimate - Full Month,PFMA 14,2016,August,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,3083,309.35,0.1
2017-02-10 8:52,Published Estimate - Full Month,PFMA 15,2016,August,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1962,0,0
2017-02-10 8:52,Published Estimate - Full Month,PFMA 16,2016,August,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,2317,0,0
2017-02-10 8:52,Published Estimate - Full Month,PFMA 17,2016,August,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,2960,0,0
2017-02-10 8:59,Published Estimate - Full Month,PFMA 18,2016,August,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1676,0,0
2017-01-11 12:06,Published Estimate - Full Month,PFMA 19,2016,August,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,2367,275.63,0.12
2017-01-18 11:53,Published Estimate - Full Month,PFMA 20,2016,August,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,12443,768.03,0.06
2017-01-18 11:53,Published Estimate - Full Month,PFMA 21,2016,August,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,329,143.66,0.44
2017-01-18 12:37,Published Estimate - Full Month,PFMA 23,2016,August,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,8538,636.13,0.08
2017-01-18 14:31,Published Estimate - Full Month,PFMA 24,2016,August,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,58,12.9,0.22
2017-01-18 15:05,Published Estimate - Full Month,PFMA 25,2016,August,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,4765,910.25,0.19
2017-01-19 11:24,Published Estimate - Full Month,PFMA 26,2016,August,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,311,,
2017-01-24 15:12,Published Estimate - Full Month,PFMA 27,2016,August,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1629,155.78,0.1
2017-02-10 8:59,Published Estimate - Full Month,PFMA 28,2016,August,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,2290,0,0
2017-02-10 8:59,Published Estimate - Full Month,PFMA 29,2016,August,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,3606,0,0
2017-01-18 11:55,Published Estimate - Full Month,PFMA 121,2016,September,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,25,17.55,0.7
2017-01-18 11:57,Published Estimate - Full Month,PFMA 121,2016,September,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,63,59.01,0.94
2017-01-18 12:46,Published Estimate - Full Month,PFMA 123,2016,September,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,235,81.77,0.35
2017-01-18 12:39,Published Estimate - Full Month,PFMA 123,2016,September,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,90,24.11,0.27
2017-01-18 14:34,Published Estimate - Full Month,PFMA 124,2016,September,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,120,14.84,0.12
2017-01-18 14:38,Published Estimate - Full Month,PFMA 124,2016,September,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,61,25.26,0.41
2017-02-10 9:06,Published Estimate - Full Month,PFMA 125,2016,September,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,158,0,0
2017-01-13 11:47,Published Estimate - Full Month,PFMA 13,2016,September,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,4881,429.67,0.09
2017-01-13 11:48,Published Estimate - Full Month,PFMA 14,2016,September,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,3327,310.95,0.09
2017-02-10 8:52,Published Estimate - Full Month,PFMA 15,2016,September,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1520,0,0
2017-02-10 8:52,Published Estimate - Full Month,PFMA 16,2016,September,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1540,0,0
2017-02-10 8:52,Published Estimate - Full Month,PFMA 17,2016,September,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,2175,0,0
2017-02-10 8:59,Published Estimate - Full Month,PFMA 18,2016,September,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,823,0,0
2017-01-11 12:31,Published Estimate - Full Month,PFMA 19,2016,September,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,2149,218.72,0.1
2017-01-18 11:56,Published Estimate - Full Month,PFMA 20,2016,September,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,6566,443.11,0.07
2017-01-18 11:57,Published Estimate - Full Month,PFMA 21,2016,September,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,68,8.11,0.12
2017-01-18 12:45,Published Estimate - Full Month,PFMA 23,2016,September,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,4867,893.12,0.18
2017-01-18 14:37,Published Estimate - Full Month,PFMA 24,2016,September,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,37,15.68,0.42
2017-02-10 9:06,Published Estimate - Full Month,PFMA 25,2016,September,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,322,0,0
2017-02-10 8:59,Published Estimate - Full Month,PFMA 28,2016,September,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1439,0,0
2017-02-10 8:59,Published Estimate - Full Month,PFMA 29,2016,September,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,3556,0,0
2016-01-05 11:28,Published Estimate - Full Month,PFMA 13,2015,February,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,455,97.86,0.22
2016-01-05 11:42,Published Estimate - Full Month,PFMA 14,2015,February,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,538,93.18,0.17
2016-01-05 11:39,Published Estimate - Full Month,PFMA 19,2015,February,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1057,135.74,0.13
2016-01-05 11:19,Published Estimate - Full Month,PFMA 20,2015,February,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,732,80.31,0.11
2016-01-05 12:12,Published Estimate - Full Month,PFMA 13,2015,March,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,200,57.88,0.29
2016-01-05 12:16,Published Estimate - Full Month,PFMA 14,2015,March,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,280,73.09,0.26
2016-01-05 12:17,Published Estimate - Full Month,PFMA 19,2015,March,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1824,218.59,0.12
2016-01-05 12:07,Published Estimate - Full Month,PFMA 20,2015,March,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,667,127.68,0.19
2016-01-05 13:06,Published Estimate - Full Month,PFMA 19,2015,April,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,3018,318.19,0.11
2016-01-05 13:04,Published Estimate - Full Month,PFMA 20,2015,April,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1293,142.76,0.11
2016-01-27 9:55,Published Estimate - Full Month,PFMA 126,2015,May,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,4,,
2018-04-12 13:42,Published Estimate - Full Month,PFMA 13,2015,May,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,4012,0,0
2018-04-12 13:42,Published Estimate - Full Month,PFMA 14,2015,May,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,2765,0,0
2018-04-12 13:42,Published Estimate - Full Month,PFMA 15,2015,May,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1673,0,0
2018-04-12 13:42,Published Estimate - Full Month,PFMA 16,2015,May,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,2028,0,0
2016-01-05 13:30,Published Estimate - Full Month,PFMA 17,2015,May,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,6041,781.07,0.13
2016-01-05 13:32,Published Estimate - Full Month,PFMA 18,2015,May,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,904,82.43,0.09
2016-01-05 13:33,Published Estimate - Full Month,PFMA 19,2015,May,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,2735,402.79,0.15
2016-01-05 13:26,Published Estimate - Full Month,PFMA 20,2015,May,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1382,145.9,0.11
2016-01-27 9:55,Published Estimate - Full Month,PFMA 26,2015,May,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1,,
2018-04-12 13:29,Published Estimate - Full Month,PFMA 28,2015,May,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1054,0,0
2018-04-12 13:29,Published Estimate - Full Month,PFMA 29,2015,May,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1842,0,0
2016-03-10 9:51,Published Estimate - Full Month,PFMA 11,2015,June,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,402,74.37,0.19
2016-03-10 9:53,Published Estimate - Full Month,PFMA 12,2015,June,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1690,184.62,0.11
2016-01-26 15:01,Published Estimate - Full Month,PFMA 121,2015,June,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,261,91.16,0.35
2016-01-26 15:09,Published Estimate - Full Month,PFMA 123,2015,June,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,816,166.67,0.2
2016-01-26 15:14,Published Estimate - Full Month,PFMA 124,2015,June,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,747,178.08,0.24
2016-01-26 15:16,Published Estimate - Full Month,PFMA 126,2015,June,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,288,,
2016-03-10 10:03,Published Estimate - Full Month,PFMA 127,2015,June,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,379,98.6,0.26
2016-01-05 14:24,Published Estimate - Full Month,PFMA 13,2015,June,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,6767,597.92,0.09
2016-01-05 14:30,Published Estimate - Full Month,PFMA 14,2015,June,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,3547,438.71,0.12
2016-01-05 14:34,Published Estimate - Full Month,PFMA 15,2015,June,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1186,131.75,0.11
2016-01-05 14:42,Published Estimate - Full Month,PFMA 16,2015,June,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1109,125.53,0.11
2016-01-05 14:46,Published Estimate - Full Month,PFMA 17,2015,June,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1618,231.37,0.14
2016-01-05 14:48,Published Estimate - Full Month,PFMA 18,2015,June,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,993,120.64,0.12
2016-01-05 14:48,Published Estimate - Full Month,PFMA 19,2015,June,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,2000,124.62,0.06
2016-01-26 15:00,Published Estimate - Full Month,PFMA 20,2015,June,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,4835,659.81,0.14
2016-01-26 15:00,Published Estimate - Full Month,PFMA 21,2015,June,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,99,33.4,0.34
2016-01-26 15:09,Published Estimate - Full Month,PFMA 23,2015,June,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,6671,412.64,0.06
2016-01-26 15:14,Published Estimate - Full Month,PFMA 24,2015,June,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,112,36.46,0.33
2016-01-26 15:15,Published Estimate - Full Month,PFMA 26,2015,June,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,83,,
2016-03-10 9:57,Published Estimate - Full Month,PFMA 27,2015,June,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,222,53.12,0.24
2018-04-12 13:29,Published Estimate - Full Month,PFMA 28,2015,June,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1926,0,0
2018-04-12 13:29,Published Estimate - Full Month,PFMA 29,2015,June,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1597,0,0
2016-03-10 11:03,Published Estimate - Full Month,PFMA 11,2015,July,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,495,100.02,0.2
2016-03-10 11:05,Published Estimate - Full Month,PFMA 12,2015,July,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,4830,433.12,0.09
2016-01-26 15:36,Published Estimate - Full Month,PFMA 121,2015,July,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,871,212.52,0.24
2016-01-26 15:43,Published Estimate - Full Month,PFMA 123,2015,July,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,2063,332.17,0.16
2016-01-26 15:49,Published Estimate - Full Month,PFMA 124,2015,July,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1077,197.51,0.18
2016-01-26 15:32,Published Estimate - Full Month,PFMA 125,2015,July,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,725,172.91,0.24
2016-01-26 15:54,Published Estimate - Full Month,PFMA 125,2015,July,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,661,202.39,0.31
2016-01-26 15:59,Published Estimate - Full Month,PFMA 126,2015,July,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,44,,
2016-01-26 15:33,Published Estimate - Full Month,PFMA 126,2015,July,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,781,,
2016-03-10 11:10,Published Estimate - Full Month,PFMA 127,2015,July,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,952,78.32,0.08
2016-03-10 11:17,Published Estimate - Full Month,PFMA 127,2015,July,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,126,17.6,0.14
2016-01-07 11:03,Published Estimate - Full Month,PFMA 13,2015,July,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,8936,340.9,0.04
2016-01-07 10:59,Published Estimate - Full Month,PFMA 14,2015,July,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,3757,399.96,0.11
2018-04-12 13:42,Published Estimate - Full Month,PFMA 15,2015,July,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,2130,0,0
2018-04-12 13:42,Published Estimate - Full Month,PFMA 16,2015,July,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,2757,0,0
2018-04-12 13:42,Published Estimate - Full Month,PFMA 17,2015,July,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,2341,0,0
2018-04-12 13:29,Published Estimate - Full Month,PFMA 18,2015,July,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,3232,0,0
2016-01-07 11:00,Published Estimate - Full Month,PFMA 19,2015,July,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,2883,301.93,0.11
2016-01-26 15:35,Published Estimate - Full Month,PFMA 20,2015,July,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,10836,944.33,0.09
2016-01-26 15:35,Published Estimate - Full Month,PFMA 21,2015,July,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,129,91.03,0.71
2016-01-26 15:43,Published Estimate - Full Month,PFMA 23,2015,July,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,8106,462.59,0.06
2016-01-26 15:49,Published Estimate - Full Month,PFMA 24,2015,July,AABM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,211,61.82,0.29
2016-01-26 15:57,Published Estimate - Full Month,PFMA 25,2015,July,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,3675,516.48,0.14
2016-01-26 15:59,Published Estimate - Full Month,PFMA 26,2015,July,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,132,,
2016-03-10 11:17,Published Estimate - Full Month,PFMA 27,2015,July,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,1062,62.8,0.06
2018-04-12 13:29,Published Estimate - Full Month,PFMA 28,2015,July,ISBM,Effort,BOAT TRIPS,Not Applicable,B_TRIPS,,2652,0,0
